ONS_CODE,Economically Inactive - Student,Economically Inactive - Aged 16+,Economically Inactive - Aged 16-19,Economically Inactive - Aged 16-24,Economically Inactive - Aged 16-64,Economically Inactive - Aged 20-24,Economic Activity Rate - Aged 16-19,Economic Activity Rate - Aged 16-64,Economic Activity Rate - Aged 20-24,Unemployment Rate - Aged 16+,Unemployment Rate - Aged 16-19,Unemployment Rate - Aged 16-24,Unemployment Rate - Aged 16-64,Unemployment Rate - Aged 20-24,Suffix
E14001521,18.4,37.3,75.6,17.8,15.8,,53.1,84.2,93.7,6.7,,,6.9,,%
E14001522,19.6,37.8,33.0,27.4,18.9,14.8,67.0,81.1,100.0,2.0,,,2.0,,%
E14001523,23.2,41.8,63.7,56.4,28.7,,,71.3,61.9,3.6,,,3.8,,%
E14001524,11.9,37.1,46.1,26.5,19.0,,73.1,81.0,73.6,3.4,63.1,18.2,3.4,,%
E14001525,44.2,34.6,69.5,67.2,31.2,65.9,,68.8,34.1,6.7,,,7.0,,%
E14001526,35.4,32.9,58.3,25.0,12.6,41.4,41.7,87.4,90.3,4.8,37.4,21.5,5.0,,%
E14001527,29.0,36.7,65.3,40.2,23.4,59.6,66.5,76.6,55.6,7.3,,31.7,7.3,,%
E14001528,41.1,28.0,63.9,34.0,15.6,44.1,36.1,84.4,93.5,4.1,,,4.1,,%
E14001529,42.6,28.1,57.4,34.0,9.9,20.3,64.5,90.1,100.0,2.0,,12.4,2.1,,%
E14001530,20.6,48.1,40.7,37.9,25.0,,100.0,75.0,58.5,4.9,,,5.3,,%
E14001531,8.9,44.9,100.0,25.8,29.5,42.3,23.2,70.5,90.6,2.0,,,5.0,,%
E14001532,21.2,28.9,60.2,38.4,12.5,,91.2,87.5,59.6,4.0,,,6.0,,%
E14001533,34.5,31.2,79.5,54.3,13.9,,47.6,86.1,73.1,4.6,,23.1,5.4,27.8,%
E14001534,54.8,30.9,66.4,64.0,15.3,38.0,21.1,84.7,100.0,13.2,,19.9,13.4,,%
E14001535,25.2,36.1,79.3,49.3,19.5,38.9,52.9,80.5,100.0,2.2,,,2.3,,%
E14001536,7.5,38.4,40.5,21.7,21.3,28.8,59.5,78.7,100.0,2.2,25.7,24.5,2.3,37.7,%
E14001537,31.8,27.3,37.0,24.2,12.7,20.9,63.0,87.3,82.8,3.8,25.5,8.8,3.8,,%
E14001538,20.2,34.8,41.1,33.6,18.8,32.7,58.9,81.2,71.0,4.3,,,4.6,,%
E14001539,34.6,42.8,52.0,53.0,25.8,53.9,48.0,74.2,46.1,3.0,,,5.6,,%
E14001540,34.2,32.9,77.1,53.9,17.8,,37.7,82.2,78.3,2.4,,,3.4,,%
E14001541,25.8,36.3,57.7,41.0,23.4,19.0,42.3,76.6,85.4,4.3,35.5,12.0,4.3,,%
E14001542,27.4,41.8,100.0,32.4,20.2,27.5,48.4,79.8,86.9,6.4,,36.8,6.7,,%
E14001543,7.3,44.6,40.1,15.5,19.9,24.8,59.9,80.1,100.0,2.8,,19.9,2.9,19.3,%
E14001544,28.1,35.6,54.5,24.9,11.9,,45.5,88.1,100.0,2.9,,,2.8,,%
E14001545,17.6,36.6,59.0,29.5,11.8,25.0,76.2,88.2,100.0,1.7,,,1.8,,%
E14001546,21.0,33.0,64.6,40.5,20.2,11.1,35.4,79.8,88.9,2.5,23.5,7.7,2.6,24.9,%
E14001547,26.5,49.1,65.8,42.0,40.1,20.8,34.2,59.9,76.7,11.0,,,11.6,,%
E14001548,41.9,32.2,74.7,48.4,13.0,,,87.0,100.0,2.2,,,2.4,,%
E14001549,27.1,36.6,80.0,25.2,16.4,46.3,43.1,83.6,100.0,6.5,,,7.0,,%
E14001550,31.9,21.5,100.0,38.4,10.7,25.3,56.2,89.3,100.0,2.8,,,2.9,,%
E14001551,17.5,43.8,46.6,28.7,22.0,14.3,53.4,78.0,85.7,1.5,,5.5,1.5,,%
E14001552,30.3,45.0,78.3,50.8,26.9,100.0,74.4,73.1,69.8,3.7,,,3.9,,%
E14001553,38.2,23.6,71.6,50.6,20.8,37.5,,79.2,62.5,5.4,,,5.6,,%
E14001554,33.8,43.8,50.4,48.9,20.5,25.4,49.6,79.5,66.9,2.3,,,4.5,,%
E14001555,59.4,31.5,79.2,63.5,14.7,,32.0,85.3,100.0,4.0,,,4.3,,%
E14001556,38.2,37.8,100.0,51.7,25.4,60.6,22.7,74.6,79.0,5.9,,33.4,6.1,29.0,%
E14001557,10.0,41.1,52.1,25.1,22.6,38.8,68.2,77.4,81.5,3.5,84.6,24.1,3.6,,%
E14001558,28.3,31.0,38.5,27.4,18.2,27.7,63.7,81.8,100.0,13.5,77.5,45.6,13.7,,%
E14001559,51.0,24.5,60.2,69.8,15.2,100.0,,84.8,84.9,13.8,,18.3,13.8,18.3,%
E14001560,17.3,29.3,38.0,26.8,17.7,50.0,55.7,82.3,100.0,6.0,,38.8,6.1,,%
E14001561,16.6,39.9,100.0,100.0,21.2,49.6,,78.8,50.4,2.0,,,2.2,,%
E14001562,43.8,42.7,74.3,44.4,28.2,75.2,,71.8,73.8,6.2,,,6.5,,%
E14001563,26.8,25.4,100.0,56.4,19.2,52.0,,80.8,48.0,5.0,,77.9,5.2,77.9,%
E14001564,20.9,42.6,62.0,50.1,24.3,,47.5,75.7,87.6,6.2,,,6.4,,%
E14001565,21.8,36.0,36.9,20.4,15.7,45.1,63.1,84.3,100.0,1.6,35.6,22.4,1.6,,%
E14001566,24.5,28.8,88.4,54.5,15.4,58.9,57.6,84.6,41.1,5.4,,13.6,5.7,,%
E14001567,9.6,40.8,21.1,11.8,23.1,16.5,78.9,76.9,100.0,8.2,31.0,21.8,8.3,17.6,%
E14001568,21.4,29.5,100.0,26.5,21.9,48.5,54.1,78.1,82.6,4.9,,41.6,5.0,,%
E14001569,19.1,45.1,49.3,38.7,24.2,,61.5,75.8,83.5,6.0,,,6.3,,%
E14001570,37.5,37.2,100.0,67.8,25.1,56.6,72.1,74.9,43.4,6.1,,,6.3,,%
E14001571,8.0,40.2,22.5,29.0,21.6,,77.5,78.4,100.0,4.8,,,5.0,,%
E14001572,34.8,45.3,73.6,60.6,22.8,48.5,26.4,77.2,51.5,3.6,,,3.8,,%
E14001573,22.4,25.8,42.6,44.2,8.5,,100.0,91.5,70.6,4.0,,16.4,4.2,,%
E14001574,13.1,41.2,63.2,46.0,25.7,,66.5,74.3,85.6,6.2,,36.8,6.4,,%
E14001575,24.2,45.8,44.3,31.8,18.7,66.3,74.7,81.3,68.1,2.8,,27.7,3.0,,%
E14001576,20.3,26.2,76.9,33.0,20.1,45.3,,79.9,73.0,4.9,,,4.9,,%
E14001577,19.6,36.0,48.3,37.5,12.8,32.8,80.6,87.2,100.0,6.2,,,6.7,,%
E14001578,19.6,36.1,100.0,34.0,12.8,,58.0,87.2,100.0,5.5,,,5.9,,%
E14001579,28.3,40.8,53.0,29.0,14.0,75.4,100.0,86.0,88.6,5.6,,15.9,7.2,,%
E14001580,29.8,42.2,38.4,27.7,13.4,20.1,61.6,86.6,100.0,4.3,,,4.9,,%
E14001581,32.3,40.5,63.7,46.7,20.8,,36.3,79.2,69.8,3.8,,21.4,3.9,29.5,%
E14001582,32.2,48.9,71.1,65.8,30.5,,28.9,69.5,78.5,2.0,,,2.2,,%
E14001583,9.7,37.4,28.6,16.8,14.9,,73.4,85.1,83.4,6.4,,22.6,5.7,,%
E14001584,7.4,44.7,80.1,38.4,28.2,,24.7,71.8,63.5,8.8,,,9.3,,%
E14001585,18.2,43.9,100.0,61.5,26.0,33.0,53.1,74.0,80.2,5.3,,17.3,5.4,,%
E14001586,39.3,34.4,78.6,43.4,19.1,34.4,22.6,80.9,71.8,7.6,60.3,43.8,8.0,49.5,%
E14001587,45.8,31.3,52.5,48.2,19.7,38.1,47.5,80.3,64.9,,,,,,%
E14001588,20.0,33.6,66.8,67.2,19.8,67.2,33.2,80.2,32.8,2.9,71.3,11.6,2.9,12.4,%
E14001589,19.6,39.5,37.1,30.3,15.1,36.0,85.2,84.9,100.0,5.0,,45.4,5.3,,%
E14001590,56.1,34.3,100.0,100.0,17.5,,38.3,82.5,72.2,3.5,,,3.8,,%
E14001591,34.5,22.6,32.8,19.5,10.8,,70.8,89.2,100.0,3.1,,,3.4,,%
E14001592,29.5,27.5,93.5,27.5,8.4,27.7,44.4,91.6,100.0,4.7,,,5.0,,%
E14001593,31.1,37.8,62.8,50.2,18.8,39.4,37.2,81.2,60.6,3.8,25.0,11.1,3.7,19.0,%
E14001594,15.6,46.8,100.0,82.3,30.3,35.2,,69.7,100.0,8.8,,,9.0,,%
E14001595,19.2,51.2,67.9,68.0,37.1,68.3,32.1,62.9,79.8,5.5,75.3,42.7,5.6,,%
E14001596,29.0,39.3,79.6,41.9,16.8,,25.1,83.2,81.4,5.3,,,5.6,,%
E14001597,33.3,36.1,54.0,38.4,21.0,,100.0,79.0,100.0,5.0,,,6.1,,%
E14001598,18.5,37.7,36.6,56.0,25.3,52.9,63.4,74.7,59.4,5.5,59.0,32.6,5.7,,%
E14001599,21.5,38.2,71.5,61.4,17.9,68.3,61.2,82.1,58.5,6.7,,,7.3,,%
E14001600,30.3,31.3,72.4,40.3,19.9,36.1,27.6,80.1,100.0,4.7,,43.6,4.9,,%
E14001601,29.2,36.0,52.7,24.2,13.9,,57.5,86.1,100.0,5.0,,,5.2,,%
E14001602,42.8,30.4,61.5,28.3,19.5,28.1,86.8,80.5,100.0,4.1,53.4,27.2,4.3,,%
E14001603,17.1,44.5,66.3,48.6,21.6,,52.0,78.4,100.0,4.0,,,4.2,,%
E14001604,46.7,33.0,62.7,37.6,18.6,30.5,37.3,81.4,82.5,0.8,,,1.1,,%
E14001605,32.6,39.9,44.5,42.9,22.2,41.9,55.5,77.8,58.1,5.3,,15.1,5.0,,%
